ac_key,chassis_id,requested_date,machine_salesmodel,fault_code,description,state,correction,cause,cause_local_language,complaint,complaint_local_language,machine_hours
AC0601858,A60H3261,2024-02-28T10:34:29Z,A60H,MID249PPID1358FMI7,"Body Builder Module - Suspension position, axle #1, left: Mechanical system not responding properly",Closed,The customer has replaced the air pressure sensor.,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID249 PPID1358 FMI7 - Body Builder Module - Suspension position, axle #1, left: Mechanical system not responding properly Prosis linkSOFTWARE: New software available, please update to latest version","DESKRIPSI DTC: Deskripsi Alarm KesalahanMID249 PPID1358 FMI7 - Body Builder Module - Posisi suspensi, gandar #1, kiri: Sistem mekanis tidak merespons dengan benarTautan prosisPERANGKAT LUNAK: Perangkat lunak baru tersedia, harap perbarui ke versi terbaru",4118
AC0143166,L220H0294,1900-01-01T00:00:00Z,L220H,C10367B,Central Lubrication Combined Error: Low fluid level,Closed,customer is going to try and repair themselves,,,DTC DESCRIPTION(S): Error Alarm descriptionC10367B - Central Lubrication Combined Error: Low fluid level-,DTC DESCRIPTION(S): Error Alarm descriptionC10367B - Central Lubrication Combined Error: Low fluid level-,1780
AC0511994,A45G3543,1900-01-01T00:00:00Z,A45G,MID128PPID351FMI1,Reagent Quality: Data valid but below operational range,Closed,no issues reported,,,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PPID351 FMI1 - Reagent Quality: Data valid but below operational range Prosis link,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PPID351 FMI1 - Reagent Quality: Data valid but below operational range Prosis link,5217
AC0390613,C480E3400,2023-03-14T06:17:46Z,EC480E,P20F493,P20F493 - Engine ECU - AdBlue Consumption Too Low - No Operation,Closed,Intervention identical to case AC0390610,,,"DTC DESCRIPTION(S): Error Alarm descriptionP20F493 - P20F493 - Engine ECU - AdBlue Consumption Too Low - No Operation Prosis linkADDITIONAL INFORMATION : Other CT errors    


Chassis Id*
Priority
Fault Format 1
Type of Error/Alarm
No of Errors


C480E314005
1
P20F493
Unknown: No operation
4


C480E314005
1
U029D00
Lost Communication with NOx Sensor A: Unknown
4


C480E314005
1
U029E00
Lost Communication with NOx Sensor B: Unknown
4


C480E314005
1
U116F00
Lost ","DESCRIPTION(S) DTC : Description de l’alarme d’erreurP20F493 - P20F493 - ECU moteur - Consommation d’AdBlue trop faible - Pas de fonctionnementLien ProsisINFORMATIONS COMPLEMENTAIRES : Autres erreurs CT   


ID du châssis*
Priorité
Format d’erreur 1
Type d’erreur/alarme
Nombre d’erreurs


C480E314005
1
P20F493
Inconnu : Aucune opération
4


C480E314005
1
U029D00
Perte de communication avec le capteur de NOx A : Inconnu
4


C480E314005
1
U029E00
Perte de communication a",4565
AC0245099,L220H0239,2022-04-12T12:31:09Z,L220H,C102701,C102701 - General Purpose Machine Electronic Control Unit 1 - Central Lubrication Electrical Error: General Electrical Failure,Closed,Fill Grease & Air Purge,,,"DTC DESCRIPTION(S): Error Alarm descriptionC102701 - C102701 - General Purpose Machine Electronic Control Unit 1 - Central Lubrication Electrical Error: General Electrical Failure Prosis linkFault active for more than 2 daysHint:17231522 (CONTROL UNIT)SOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors","DESCRIPTION(S) DTC : Description de l’alarme d’erreurC102701 - C102701 - Unité de commande électronique de machine à usage général 1 - Erreur électrique de lubrification centrale: défaillance électrique généraleLien ProsisDéfaut actif pendant plus de 2 joursAstuce:17231522 (UNITÉ DE CONTRÔLE)LOGICIEL: Nouveau logiciel disponible, veuillez mettre à jour vers la dernière versionINFORMATIONS SUPPLÉMENTAIRES : Autres erreurs CT",16277
AC0497578,A40G3217,2023-09-26T09:57:27Z,A40G,MID128PID94FMI7,MID128 PID94 FMI7 - Engine ECU - Fuel Delivery Pressure: Mechanical system not responding properly,Closed,Will be checked during next PM service,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID94 FMI7 - MID128 PID94 FMI7 - Engine ECU - Fuel Delivery Pressure: Mechanical system not responding properly Prosis linkFault active for more than 2 daysSOFTWARE: New software available, please update to latest versionPOSSIBLE OPERATOR BEHAVIOR IMPROVEMENTS: Action recommended – From Total Matris file analysis

Idle time before shut down engine needs to improve. High numbers of engine shutdowns with low idle time.


Recommendation to incr","DESCRIPTION(S) DTC : Description de l’alarme d’erreurMID128 PID94 FMI7 - MID128 PID94 FMI7 - ECU moteur - Pression d’alimentation en carburant: Système mécanique ne répondant pas correctementLien ProsisDéfaut actif depuis plus de 2 joursLOGICIEL: Nouveau logiciel disponible, veuillez mettre à jour vers la dernière versionAMÉLIORATIONS POSSIBLES DU COMPORTEMENT DE L’OPÉRATEUR : Action recommandée – À partir de l’analyse du fichier Total Matris

Le temps de ralenti avant l’arrêt du moteur doit ê",9047
AC0084119,L60H6265,1900-01-01T00:00:00Z,L60H,C100200,Hydraulic Oil Level Low,Closed,NO ISSUES REPORTED AT THIS MOMENT ,,,DTC DESCRIPTION(S): Error Alarm descriptionC100200 - Hydraulic Oil Level Low-,DTC DESCRIPTION(S): Error Alarm descriptionC100200 - Hydraulic Oil Level Low-,0
AC0341934,A40G3448,2022-11-10T09:47:23Z,A40G,MID140PSID216FMI9,"Information display - Data Link, MID187: Abnormal update rate",Closed,Replacing the Caretrack Antenna ,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID140 PSID216 FMI9 - MID140 PSID216 FMI9 - Information display - Data Link, MID187: Abnormal update rate Prosis linkFault active for more than 2 daysSOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Priority
Fault Format 1
Type of Error/Alarm
No of Errors


A40G342488
2
MID140PID200PIDTYPE1FMI9
Data Link, MID128: Abnormal update rate
5


A40G342488
2
MID140PID214PI","DTC BESKRIVELSE (ER): Feil Alarm beskrivelseMID140 PSID216 FMI9 - MID140 PSID216 FMI9 - Informasjonsvisning - Datakobling, MID187: Unormal oppdateringshastighetProsis linkFeil aktiv i mer enn 2 dagerPROGRAMVARE: Ny programvare tilgjengelig, vennligst oppdater til nyeste versjonTILLEGGSINFORMASJON: Andre CT-feil


Chassis-ID*
Prioritet
Feil Format 1
Type feil/alarm
Ingen feil


A40G342488
2
MID140PID200PIDTYPE1FMI9
Datakobling, MID128: Unormal oppdateringshastighet
5


A40G342488",6175
AC0086241,A60H3500,2021-05-19T05:41:32Z,A60H,MID249PPID1172FMI3,"MID249 PPID1172 FMI3 - Body Builder Module - Brake cooling, oil temp Axle1.1: Voltage above normal or shorted to higher voltage",Closed,Taes at service day,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID249 PPID1172 FMI3 - MID249 PPID1172 FMI3 - Body Builder Module - Brake cooling, oil temp Axle1.1: Voltage above normal or shorted to higher voltage Prosis linkFault active for more than 2 daysADDITIONAL INFORMATION : Other CT errors","BESKRIVELSE(R) FOR DTC: Beskrivelse av feilalarmMID249 PPID1172 FMI3 - MID249 PPID1172 FMI3 - Body Builder Module - Bremsekjøling, olje temp Aksel1.1: Spenning over normal eller kortsluttet til høyere spenning  Prose-koblingFeil aktiv i mer enn 2 dagerTILLEGGSINFORMASJON: Andre CT-feil",0
AC0593136,L90G6139,1900-01-01T00:00:00Z,L90G,MID128PID111FMI1,Coolant level: Data valid but below operational range,Closed,CUSTOMER HAS BEEN ALERTED. TYPICALLY HAS THEIR TECHS WORK ON MACHINES. WILL CALL IF NEEDED.,,,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID111 FMI1 - Coolant level: Data valid but below operational range-,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID111 FMI1 - Coolant level: Data valid but below operational range-,13578
AC0260145,L220H0245,2022-05-16T06:25:25Z,L220H,P20B113,P20B113 - Aftertreatment Control Module - Reductant Heater Coolant Control Valve Control: Circuit open,Closed,machine has no CSA = Needs removing,,,"DTC DESCRIPTION(S): Error Alarm descriptionP20B113 - P20B113 - Aftertreatment Control Module - Reductant Heater Coolant Control Valve Control: Circuit open Prosis linkHint:22900346 (PUMP) 22733669 (VALVE) 22608244 (PUMP) 21687882 (VALVE)SOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Priority
Fault Format 1
Type of Error/Alarm
No of Errors


L220H002452
1
B152A64
Air Conditioning System: Signal plausibility fail","DTC DESCRIPTION(S): Error Alarm descriptionP20B113 - P20B113 - Aftertreatment Control Module - Reductant Heater Coolant Control Valve Control: Circuit open Prosis linkHint:22900346 (PUMP) 22733669 (VALVE) 22608244 (PUMP) 21687882 (VALVE)SOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Priority
Fault Format 1
Type of Error/Alarm
No of Errors


L220H002452
1
B152A64
Air Conditioning System: Signal plausibility fail",12338
AC0693168,L350H0109,2024-06-14T04:43:47Z,L350H,P100B11,General Purpose Machine Electronic Control Unit 3 - Transmission Oil Pressure Sensor Circuit: Circuit short to ground,Closed,return,,,"DTC DESCRIPTION(S): Error Alarm descriptionP100B11 - General Purpose Machine Electronic Control Unit 3 - Transmission Oil Pressure Sensor Circuit: Circuit short to ground Prosis linkFault active for more than 2 daysSOFTWARE: New software available, please update to latest versionCAMPAIGN STATUS: Campaign(s) available - Please conduct available campaign(s)


Chassis ID
SCC Code
SCC Type Description
Campaign Id
Campaign Title
Campaign Start Date
Last Repair Date


L350H001093
RW003
R","DESCRIERE DTC: DESCRIERE ALARMĂ EROAREP100B11 - Unitate de comandă electronică a mașinii de uz general 3 - Senzor de presiune a uleiului de transmisie Circuit: Circuit scurt la masăLink prozăDefecțiune activă pentru mai mult de 2 zileSOFTWARE: Software nou disponibil, vă rugăm să actualizați la cea mai recentă versiuneSTAREA CAMPANIEI: Campanie(e) disponibilă(e) - Vă rugăm să desfășurați campania (campaniile) disponibilă (disponibile)


ID-ul șasiului
Codul SCC
Descrierea tipului SCC
ID-ul",10494
AC0018278,C145E3454,2020-11-05T14:43:45Z,ECR145E,B150F1D,GPS Antenna: Circuit current out of range,Closed,damaged antenna,,,DTC DESCRIPTION(S): Error Alarm descriptionB150F1D - GPS Antenna: Circuit current out of range-,DTC DESCRIPTION(S): Error Alarm descriptionB150F1D - GPS Antenna: Circuit current out of range-,0
AC0192458,A45G3236,2021-12-22T08:40:16Z,A45G,MID187PSID53FMI7,MID187 PSID53 FMI7 - Vehicle Control Unit - Clutch slip: Mechanical system not responding properly,Closed,Case checked. To be monitored.,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID187 PSID53 FMI7 - MID187 PSID53 FMI7 - Vehicle Control Unit - Clutch slip: Mechanical system not responding properly Prosis linkSOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors
ADDITIONAL INFORMATION : Action neededFollow guided diagnostics for MID187 PSID53 FMI7
Perform the tests according to SB 420 ART 81 and 420 ART 82
POSSIBLE OPERATOR BEHAVIOR IMPROVEMENTS: Action recommended – From Mat","DTC DESCRIPTION(S): Error Alarm descriptionMID187 PSID53 FMI7 - MID187 PSID53 FMI7 - Vehicle Control Unit - Clutch slip: Mechanical system not responding properly Prosis linkSOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors
ADDITIONAL INFORMATION : Action neededFollow guided diagnostics for MID187 PSID53 FMI7
Perform the tests according to SB 420 ART 81 and 420 ART 82
POSSIBLE OPERATOR BEHAVIOR IMPROVEMENTS: Action recommended – From Mat",16326
AC0399736,C220E3105,1900-01-01T00:00:00Z,EC220E,P24A200,Diesel Particulate Filter Regeneration Incomplete (Bank 1),Closed,No issues reported,,,DTC DESCRIPTION(S): Error Alarm descriptionP24A200 - Diesel Particulate Filter Regeneration Incomplete (Bank 1) Prosis link,DTC DESCRIPTION(S): Error Alarm descriptionP24A200 - Diesel Particulate Filter Regeneration Incomplete (Bank 1) Prosis link,1250
AC0028061,A45G3468,1900-01-01T00:00:00Z,A45G,MID128PPID351FMI1,Reagent Quality: Data valid but below operational range,Closed,no issue,,,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PPID351 FMI1 - Reagent Quality: Data valid but below operational range-,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PPID351 FMI1 - Reagent Quality: Data valid but below operational range-,0
AC0084021,A30G7305,1900-01-01T00:00:00Z,A30G,MID128PID98FMI1,Engine oil level: Data valid but below operational range,Closed,sloped terrain,,,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID98 FMI1 - Engine oil level: Data valid but below operational range-,"DTC DESCRIPTION(S): Descrição do alarme de erroMID128 PID98 FMI1 - Nível de óleo do motor: Dados válidos, mas abaixo do alcance operacional-",0
AC0571893,C480E3480,1900-01-01T00:00:00Z,EC480E,P10F800,Air Filter Clogged,Closed,no details,,,DTC DESCRIPTION(S): Error Alarm descriptionP10F800 - Air Filter Clogged-,DTC DESCRIPTION(S): Error Alarm descriptionP10F800 - Air Filter Clogged-,1844
AC0106615,A45G3534,1900-01-01T00:00:00Z,A45G,MID128PID94FMI7,Fuel Delivery Pressure: Mechanical system not responding properly,Closed,Have tech on site. No issue found.,,,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID94 FMI7 - Fuel Delivery Pressure: Mechanical system not responding properly-,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID94 FMI7 - Fuel Delivery Pressure: Mechanical system not responding properly-,0
AC0730501,A35G3421,2024-07-21T20:35:56Z,A35G,MID128PPID348FMI2,"Engine ECU - NOx Sensor Gas Intake: Data erratic, intermittent, or incorrect",Closed,error does not recur,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID128 PPID348 FMI2 - Engine ECU - NOx Sensor Gas Intake: Data erratic, intermittent, or incorrect Prosis linkFault active for more than 2 daysADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


A35G340215
MID249PID1389PIDTYPE0FMI12
Load and Dump Brake Switch: Faulty device or component
6


A35G340215
MID249PID62PIDTYPE1FMI11
Load and Dump Brake Hold Relay: Unidentifiable error
4

","DTC OPIS(Y): Opis alarmu błęduMID128 PPID348 FMI2 - ECU silnika - Wlot gazu z czujnika NOx: dane nieregularne, przerywane lub nieprawidłoweProsis linkUsterka aktywna przez ponad 2 dniDODATKOWE INFORMACJE : Inne błędy CT


Identyfikator podwozia*
Format błędu 1
Rodzaj błędu/alarmu
Liczba błędów


A35G340215
MID249PID1389PIDTYPE0FMI12
Przełącznik hamulca obciążenia i zrzutu: Wadliwe urządzenie lub komponent
6


A35G340215
MID249PID62PIDTYPE1FMI11
Przekaźnik wstrzymania hamulca zał",28804
AC0630525,C300E3030,1900-01-01T00:00:00Z,EC300E,P250A13,Engine Oil Level Sensor: Circuit open,Closed,Does own repairs,,,DTC DESCRIPTION(S): Error Alarm descriptionP250A13 - Engine Oil Level Sensor: Circuit open-,DTC DESCRIPTION(S): Error Alarm descriptionP250A13 - Engine Oil Level Sensor: Circuit open-,5061
AC0628077,C480E3408,2024-04-03T07:14:56Z,EC480E,P033531,"Engine ECU - Crankshaft Position Sensor """"A"""": No signal",Closed,Crankshaft sensor replacement.,,,"DTC DESCRIPTION(S): Error Alarm descriptionP033531 - Engine ECU - Crankshaft Position Sensor """"A"""": No signal Prosis linkPOSSIBLE OPERATOR BEHAVIOR IMPROVEMENTS: Action recommended – From Matris differential analysis

By using HVAC Auto mode, less wear on AC system and less fuel consumption,

","DESCRIPTION(S) DTC : Description de l’alarme d’erreurP033531 - Calculateur moteur - Capteur de position du vilebrequin « A » : Pas de signalLien ProsisAMÉLIORATIONS POSSIBLES DU COMPORTEMENT DE L’OPÉRATEUR : Action recommandée – D’après l’analyse différentielle de Matris

En utilisant le mode CVC automatique, moins d’usure du système de climatisation et moins de consommation de carburant,

",7350
